HR	NL	SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
diskvalifikacija	diskwalificatie	diskvalifikacija	0	1	0	0	0	0	0	0	0	0
diskvalificiran	gediskwalificeerd	diskvalificiran	0	1	1	0	1	0	0	1	0	0
diskvalificirati	diskwalificeren	diskvalificirati	0	1	0	0	0	0	0	1	0	0
zanemariti, nepoštovanje	buiten beschouwing laten	ne upoštevati, neupoštevanje	0	1	0	0	0	0	0	0	0	0
zanemaren, izostavljen	buiten beschouwing, afgezien van	neupoštevan	0	1	0	0	1	0	0	0	0	0
zloglasan, ozloglašen	berucht	razvpit	0	1	1	0	1	1	0	0	0	0
zloglasnost	_	slab glas	0	0	0	0	0	0	0	0	0	0
nepoštovanje, nepoštivanje, omalovažavati, omalovažiti	oneerbiedigheid	nespoštovanje, nespoštvati	0	1	1	0	0	0	0	0	0	0
nepristojan	oneerbiedig, respectloos	nespoštljiv	0	1	1	0	1	1	0	1	0	0
prekid, razdor, raskol	verstoring	prekinitev	0	1	1	0	0	1	0	0	1	0
nezadovoljstvo	ontevredenheid	nezadovoljstvo	0	1	0	0	0	0	0	0	0	0
nezadovoljan	_	nezadovoljen	0	0	0	0	0	0	0	0	0	0
secirati, analizirati	_	secirati, analizirati	0	0	0	0	0	0	0	0	0	0
disekcija, seciranje	ontleding, dissectie	seciranje	0	0	0	0	1	0	0	0	0	0
raširiti, proširiti, razglasiti, prenijeti, prenositi	verspreiden	razširiti	1	0	0	0	0	0	0	0	0	0
širenje, diseminacija	_	razširjanje	0	0	0	0	0	0	0	0	0	0
razdor, nesloga, nesklad, razmirica	tweedracht, verdeeldheid, onenigheid	razhajanje	0	1	1	0	0	0	0	0	0	0
neslaganje	_	nestrinjanje, nasprotovanje	0	0	0	0	0	0	0	0	0	0
nesložan	afwijkend	nasproten	0	1	0	0	0	0	0	0	0	0
disertacija, rasprava	_	disertacija	0	0	0	0	0	0	0	0	0	0
šteta	ondienst	medvedja usluga, škoda	0	1	1	0	1	0	0	1	0	0
disident, otpadnik	dissident	disident	0	1	1	0	0	1	0	0	0	0
različit, drugačiji	_	različen, drugačen	0	0	0	0	0	0	0	0	0	0
raspršiti, trošiti	_	razbliniti, razpravljati	0	0	0	0	0	0	0	0	0	0
rasut, raspršen	_	razpršen	0	0	0	0	0	0	0	0	0	0
odvajanje	_	ločitev	0	0	0	0	0	0	0	0	0	0
razvrgnuće, raspad, poništenje	ontbinding, liquidatie	razveljavitev	0	1	1	0	0	1	0	1	1	0
otopiti, rastopiti, otapati	_	raztopiti, splahneti	0	0	0	0	0	0	0	0	0	0
disonanca, nesklad, nesloga, disonancija	dissonantie	disonanca	0	1	1	0	0	0	0	0	0	0
odvratiti, odgovoriti, odvraćati	_	odvrniti	0	0	0	0	0	0	0	0	0	0
distalni	_	distalen	0	0	0	0	0	0	0	0	0	0
udaljenost, daljina, razmak	_	razdalja	0	0	0	0	0	0	0	0	0	0
udaljen, dalek	_	oddaljen	0	0	0	0	0	0	0	0	0	0
nenaklonost, gađenje, mrskost	afkeer	odpor	0	1	0	0	1	0	0	0	0	0
neukusan, odvratan	onsmakelijk	neokusen	0	1	0	0	1	0	0	0	0	0
destilat	_	destilat	0	0	0	0	0	0	0	0	0	0
destilacija	distillatie	destilacija	1	0	0	0	0	0	0	0	0	0
razlika, distinkcija	onderscheid, onderscheiding	razlikovanje	1	0	0	0	0	0	0	0	0	0
karakterističan, osobit, naročit	_	značilen	0	0	0	0	0	0	0	0	0	0
razlikovati, razlučiti, raspoznati, razaznati, raspoznavati, razaznavati	_	razlikovati	0	0	0	0	0	0	0	0	0	0
razlučiv, raspoznatljiv, prepoznatljiv	_	razločljiv, razločen	0	0	0	0	0	0	0	0	0	0
istaknut	_	imeniten, ugleden	0	0	0	0	0	0	0	0	0	0
razlikovanje, prepoznatljiv	_	razlikujoč, razlikovalen	0	0	0	0	0	0	0	0	0	0
iskrivljen, izobličen	vervormd	izkrivljen	0	1	0	0	1	0	0	0	0	0
iskrivljenje, izobličenje, distorzija, iskrivljavanje	vervorming	popačenje	0	1	0	0	0	0	0	0	0	0
zbuniti, poremetiti	afleiden	zmotiti	0	1	0	0	0	0	0	0	0	0
ometen	afgeleid	raztresen	0	1	1	0	0	0	0	0	0	0
zbunjujući	afleidende	moteče	0	1	1	1	0	0	0	0	0	0
smetnja	afleiding	motnja	0	1	0	0	0	0	0	0	0	0
izbezumljen, uzrujan	radeloos, ontsteld	pretresen	0	1	0	0	0	0	0	1	0	0
nevolja, neprilika, opasnost	nood	žalost, stiska, zaskrbljenost, obup, vznemirjati	0	1	1	0	1	1	0	1	1	0
tužan, uzrujan, potresen	overstuur, bang, radeloos	žalosten, zaskrbljen	0	1	0	0	0	1	0	0	0	0
tužan, mučan	schrijnend, ernstig, triest	boleč, zaskrbljujoč	0	1	1	0	0	1	0	0	0	0
raspodijeliti, distribuirati, razdijeliti	_	deliti, razdeliti	0	0	0	0	0	0	0	0	0	0
distribucija, raspodjela	_	distribucija	0	0	0	0	0	0	0	0	0	0
okrug	_	okrožje	0	0	0	0	0	0	0	0	0	0
nepovjerenje, sumnja, sumnjati	wantrouwen	nezaupanje, ne zaupati	0	1	1	0	1	1	0	0	0	0
poremećaj, smetnja, nemir, uznemiravanje	verstoring	motnja	0	1	1	0	0	1	0	1	1	0
uznemiren, poremećen	verstoord	vznemirjen	0	1	1	0	0	0	0	1	0	0
neupotreba	niet langer gebruiken	neuporaba	0	1	0	0	0	0	0	0	0	0
nekorišten, neiskorišten	niet langer gebruikt	neuporabljen	0	1	1	0	0	0	0	0	0	0
jarak, rov, jama	_	jarek	0	0	0	0	0	0	0	0	0	0
isto	_	prav tako	0	0	0	0	0	0	0	0	0	0
pjesmica	liedje, deuntje	pesmica	1	0	0	0	0	0	1	0	0	0
dnevni, danji	_	dneven	0	0	0	0	0	0	0	0	0	0
divan, otoman	zetel, fauteuil, lounge	divan	0	0	0	0	0	0	0	0	0	1
ronjenje, roniti, zaroniti	_	potapljati	0	0	0	0	0	0	0	0	0	0
ronilac	_	potapljač	0	0	0	0	0	0	0	0	0	0
razilaziti se, granati se	_	razhajati	0	0	0	0	0	0	0	0	0	0
divergencija, razilaženje	_	razhajanje	0	0	0	0	0	0	0	0	0	0
divergentan, različit	afwijkend, divergerend	različen	0	1	0	0	0	0	0	0	1	0
divergentan, različit	_	razhajajoč	0	0	0	0	0	0	0	0	0	0
ronioci	_	skakalec	0	0	0	0	0	0	0	0	0	0
različit, raznolik, raznovrstan	verschillend, divers	raznolik	1	1	0	0	0	0	0	0	0	0
raznolik, raznovrstan	afwisselend, gevarieerd, gediversifieerd	raznolik	1	0	0	0	0	0	0	0	0	0
diversificirati, diversificirati	_	razširiti	0	0	0	0	0	0	0	0	0	0
razonoda, razbibriga	afleidingsmanoeuvre	preusmeritev, razvedrilo, zabava	1	0	0	0	0	0	0	0	1	0
raznovrsnost, raznolikost	_	raznolikost	0	0	0	0	0	0	0	0	0	0
odvratiti, preusmjeriti	_	preusmeriti	0	0	0	0	0	0	0	0	0	0
preusmjeravanje	_	kratkočasen	0	0	0	0	0	0	0	0	0	0
svući, skinuti	_	odvzeti, prodajati	0	0	0	0	0	0	0	0	0	0
neodjeven, gol, razgolićen	ontdaan, ontdeed	prikrajšan	0	1	0	0	0	0	0	0	0	0
svlačenje	desinvestering	odprodaja	0	1	0	0	0	0	0	0	0	0
podijeliti, odvojiti, razdijeliti	_	razdeliti	0	0	0	0	0	0	0	0	0	0
podijeljen	_	razdeljen	0	0	0	0	0	0	0	0	0	0
dividenda	_	dividenda	0	0	0	0	0	0	0	0	0	0
predviđanje, proricanje, proročanstvo	waarzeggerij	divinacija	0	0	0	1	0	0	0	0	0	0
božanski	_	božanski	0	0	0	0	0	0	0	0	0	0
božanstvenost, božanstvo	goddelijkheid	božanstvo	1	0	0	0	0	0	0	0	0	0
djeljiv	_	deljiv	0	0	0	0	0	0	0	0	0	0
podjela, dijeljenje	_	delitev	0	0	0	0	0	0	0	0	0	0
djelitelj	_	delitelj	0	0	0	0	0	0	0	0	0	0
razvod, rastava, razvesti se	scheiden, scheiding	ločitev	0	1	1	0	1	1	0	1	1	1
otkriti, odati	_	razkriti, posredovati	0	0	0	0	0	0	0	0	0	0
vrtoglavica	duizeligheid	omotica	0	1	0	0	0	0	0	0	0	0
ošamućen	duizelig	omotičen	0	1	0	0	0	0	0	0	0	0
poslušan	_	krotek	0	0	0	0	0	0	0	0	0	0
pristanište	_	dok, luka, ladjedelnica	0	0	0	0	0	0	0	0	0	0
usidren	aangemeerd	odtegnjen	0	1	0	0	0	0	0	0	0	0
etiketa, etiketirati	_	dobavnica	0	0	0	0	0	0	0	0	0	0
liječnik, doktor	doctor	zdravnik	1	0	0	0	0	0	0	0	0	1
naučan, doktrinaran	_	doktrinaren	0	0	0	0	0	0	0	0	0	0
doktrina, učenje	leer, doctrine	doktrina	0	0	0	0	0	0	0	0	0	1
dokument, spis	_	dokument	0	0	0	0	0	0	0	0	0	0
dokumentarni film, dokumentaran, dokumentarac	_	dokumentaren	0	0	0	0	0	0	0	0	0	0
izbjeći, izmaknuti	_	izmakniti, trik	0	0	0	0	0	0	0	0	0	0
izbjegavanje, izmicanje	_	izmikajoč	0	0	0	0	0	0	0	0	0	0
srna, košuta	_	srna, košuta, zajklja	0	0	0	0	0	0	0	0	0	0
izvršitelj, tvorac	doener	človek akcije, storilec	1	0	0	0	0	0	0	0	0	0
pas	_	pes	0	0	0	0	0	0	0	0	0	0
uporan	vasthoudend, vastberaden, koppig	zagrizen	1	0	0	0	0	0	0	0	0	0
dogma	dogma	dogma	0	0	0	0	0	0	0	0	0	1
dogmatski	_	dogmatski	0	0	0	0	0	0	0	0	0	0
događaji	_	početje	0	0	0	0	0	0	0	0	0	0
sitnica	duit	NO TRANSLATION	0	1	0	0	0	0	0	0	0	0
potištenost, zlovolja, mrtvilo	kalmte, stilte	brezvetrje	0	1	0	0	0	0	0	1	0	0
razdijeliti, ispomoć	verdriet	podpora, razdeliti	0	1	0	0	0	0	0	1	0	0
lutka	pop	lutka	0	0	0	0	0	0	1	0	0	0
dolar	_	dolar	0	0	0	0	0	0	0	0	0	0
tuga, bol, žalost	verdriet	nadloga, žalost, gorje	0	1	0	0	0	0	0	1	0	0
dupin, delfin	dolfijn	delfin	1	0	0	0	0	0	1	0	1	1
domena, područje	_	domena	0	0	0	0	0	0	0	0	0	0
kupola	_	kupola	0	0	0	0	0	0	0	0	0	0
domaći, kućni	_	domač, gospodinjski	0	0	0	0	0	0	0	0	0	0
pripitomljen	_	udomačen	0	0	0	0	0	0	0	0	0	0
pripitomljavanje, pripitomljenost	_	udomačitev	0	0	0	0	0	0	0	0	0	0
prebivalište	_	bivališče, stalno bivališče	0	0	0	0	0	0	0	0	0	0
naseljen	_	prebivati	0	0	0	0	0	0	0	0	0	0
dominacija, dominantnost, prevlast	_	prevlada	0	0	0	0	0	0	0	0	0	0
dominantan, nadmoćan	dominant, overheersend	nadvladujoč	0	1	0	0	0	1	0	0	0	0
dominirati	heersen, overheersen, domineren	nadvladati	1	1	1	0	0	1	0	0	0	0
dominantan	_	prevladujoč	0	0	0	0	0	0	0	0	0	0
dominacija	overheersing	nadvlada	0	1	1	0	0	1	0	1	0	0
vlast, teritorij	heerschappij	oblast	0	0	0	0	0	1	0	0	0	1
domino	_	domino	0	0	0	0	0	0	0	0	0	0
don	don	don	1	0	0	0	0	0	0	0	0	1
donacija, darovanje	schenking, donatie	darovanje	1	0	0	0	0	0	0	0	0	0
magarac	ezel	osel	0	1	0	0	1	0	0	0	0	0
donor, davatelj, darovatelj	_	darovalec	0	0	0	0	0	0	0	0	0	0
škrabotina, črčkati	tekening, tekenen, schetsen, schets	čečkati	0	1	0	0	0	0	0	0	0	0
propast	noodlot, ondergang, doem, verdoeming	poguba	0	1	0	0	0	1	0	0	0	0
proklet	verdoemde	obsojen, preklet	0	1	0	0	0	1	0	1	0	0
sudnji dan	dag des oordeels	sodni dan	0	1	1	1	1	1	0	1	0	0
vrata	_	vrata	0	0	0	0	0	0	0	0	0	0
zvonce	_	zvonec	0	0	0	0	0	0	0	0	0	0
ulaz	_	vhod	0	0	0	0	0	0	0	0	0	0
latentan, neaktivan, uspavan	_	speč	0	0	0	0	0	0	0	0	0	0
spavaonica	_	spalnica	0	0	0	0	0	0	0	0	0	0
leđni	_	hrbten	0	0	0	0	0	0	0	0	0	0
doza, dozirati	_	odmerek	0	0	0	0	0	0	0	0	0	0
točka	_	pika	0	0	0	0	0	0	0	0	0	0
dvostruk, dupli, udvostručiti	_	dvojen	0	0	0	0	0	0	0	0	0	0
udvostručen	_	podvojen	0	0	0	0	0	0	0	0	0	0
duplikat	_	dvojnik	0	0	0	0	0	0	0	0	0	0
dubliranje, udvostručenje, udvostručavanje	_	podvojitev	0	0	0	0	0	0	0	0	0	0
sumnjati, sumnja	twijfel, twijfelen	dvom, dvomiti	0	1	0	0	0	1	0	1	0	1
sumnjiv, nepouzdan, nesiguran	twijfelachtig	dvomljiv	0	1	0	0	0	0	0	0	0	0
sumnja	twijfelende	boječnost	0	1	0	0	0	0	0	0	0	0
nesumnjiv, nedvojben	ongetwijfeld	nedvomen, brezdvomen	1	0	0	0	0	0	0	0	0	1
kreten, seronja, govnar	zak, klootzak, rotzak	idiot, butelj, cepec	0	1	0	0	0	0	0	0	0	0
tijesto	_	testo	0	0	0	0	0	0	0	0	0	0
krafna, uštipak	_	krof	0	0	0	0	0	0	0	0	0	0
strog	streng, hard, wreed	mrk	0	1	0	0	0	0	0	0	0	0
golubica	duif	golobica	1	0	0	1	0	0	1	0	0	1
oboren, pokunjen, potišten, utučen, snužden	_	otožen, povešen	0	0	0	0	0	0	0	0	0	0
pad, propast, krah, slom	val	polom, padec	0	1	0	0	0	1	0	1	0	0
nizbrdo	_	navzdol, spustiti	0	0	0	0	0	0	0	0	0	0
pljusak	_	ploha, naliv	0	0	0	0	0	0	0	0	0	0
stvarno	ronduit	navaden, naravnost	0	0	0	0	0	0	0	0	0	1
pahuljast	donsachtig, donzig	puhast	1	0	0	0	0	0	0	0	0	0
miraz	_	dota	0	0	0	0	0	0	0	0	0	0
drijemati, drijemež	_	dremež, zadremati	0	0	0	0	0	0	0	0	0	0
tucet	_	ducat	0	0	0	0	0	0	0	0	0	0
sivilo, jednoličan	saai	pust, dolgočasen	0	1	0	0	0	0	0	1	0	0
nacrt, skica	ontwerp, klad, ontwerptekst	osnutek, skicam načrt	0	0	0	1	0	0	0	0	0	0
vući, dovući	_	upor, ovira	0	0	0	0	0	0	0	0	0	0
zmaj	draak	zmaj	0	0	0	0	0	1	0	0	0	0
odvod, isušiti, drenaža, drenirati, isušivati	_	odtok, odcediti	0	0	0	0	0	0	0	0	0	0
drenaža, odvodnja	riolering, afvoer	izsuševanje	0	1	0	0	0	0	0	0	0	0
isušen, ispražnjen	_	izčrpan	0	0	0	0	0	0	0	0	0	0
patak	_	racak	0	0	0	0	0	0	0	0	0	0
drama	_	drama	0	0	0	0	0	0	0	0	0	0
dramatičan	_	dramatičen	0	0	0	0	0	0	0	0	0	0
ogrnuti, zastor	_	prekriti, zavesa	0	0	0	0	0	0	0	0	0	0
draperija, zavjesa	_	draperija	0	0	0	0	0	0	0	0	0	0
drastičan	_	drastičen	0	0	0	0	0	0	0	0	0	0
propuh	_	prepih	0	0	0	0	0	0	0	0	0	0
crtati, izvući, vući, nacrtati, izvlačiti	_	žrebanje, poteg, risati	0	0	0	0	0	0	0	0	0	0
mana, nedostatak	nadeel	pomanjkljivost	0	1	0	0	0	0	0	0	0	0
crtač, ladica	_	predal, predalnik	0	0	0	0	0	0	0	0	0	0
gaće	_	spodnjice	0	0	0	0	0	0	0	0	0	0
crtanje, crtež	_	risba, risanje	0	0	0	0	0	0	0	0	0	0
strah, strahovati, strepiti, strepnja	vrezen, vrees	trepetati, groza	0	1	0	1	0	1	0	0	0	0
strašan, grozan	vreselijk	grozen, obupen	0	1	1	1	1	1	0	1	0	0
strašno, grozno	vreselijk	grozen, obupen	0	1	0	0	1	1	0	1	1	0
san, sanjati	_	sanje	0	0	0	0	0	0	0	0	0	0
sanjar	_	sanjač	0	0	0	0	0	0	0	0	0	0
sanjanje, sanjajući	_	sanjajoč	0	0	0	0	0	0	0	0	0	0
sanjiv	_	sanjski	0	0	0	0	0	0	0	0	0	0
turoban, sumoran	somber	turoben	0	1	0	0	0	0	0	1	0	0
bager, jaružati	_	čistiti, posuti	0	0	0	0	0	0	0	0	0	0
natopljen	_	premočen	0	0	0	0	0	0	0	0	0	0
komoda	_	garderober, predalnik	0	0	0	0	0	0	0	0	0	0
driblati	_	slina, sliniti	0	0	0	0	0	0	0	0	0	0
osušen	_	posušen	0	0	0	0	0	0	0	0	0	0
sušilica, sušilo	_	sušilnik	0	0	0	0	0	0	0	0	0	0
nanos, otklon, ploviti	_	plavati, drsenje	0	0	0	0	0	0	0	0	0	0
odnesen	_	odnesen	0	0	0	0	0	0	0	0	0	0
bušilica, bušiti	_	sveder, vrtati	0	0	0	0	0	0	0	0	0	0
piće, piti	_	piti	0	0	0	0	0	0	0	0	0	0
pijenje	drinken, drink-	pitje, piti	0	1	0	0	0	0	0	0	0	0
kapati, kap	_	curljati, kapljanje, kapljica	0	0	0	0	0	0	0	0	0	0
mokar, promočen	_	premočen	0	0	0	0	0	0	0	0	0	0
baljezganje, baljezgati	gewauwel, onzin	traparije	0	1	0	0	1	0	0	0	0	0
vozač	_	voznik	0	0	0	0	0	0	0	0	0	0
prilaz	_	dovoz, privoz	0	0	0	0	0	0	0	0	0	0
rominjati, sipiti, poškropiti	_	pršenje, pršeti	0	0	0	0	0	0	0	0	0	0
zabavan, šaliti se	_	hecen	0	0	0	0	0	0	0	0	0	0
trut	dar	drdrati, brneti, brnenje	0	1	0	0	0	0	0	0	0	0
balaviti, sliniti	kwijlen	sliniti se	0	0	0	0	1	0	0	0	0	0
obješen	hangende, hangend	povešenje	0	1	0	0	0	0	0	0	0	0
pad, pasti	_	kaplja, odvreči	0	0	0	0	0	0	0	0	0	0
kapljica	_	kapljica	0	0	0	0	0	0	0	0	0	0
suša, nestašica	droogte	suša	0	1	0	0	0	0	0	0	0	0
krdo, gomila, mnoštvo	_	čreda	0	0	0	0	0	0	0	0	0	0
utopiti se	verdrinken	utopiti, utoniti, potopiti	0	1	0	0	0	1	0	1	0	0
mamurluk, pospanost	slaperigheid	zaspanost	0	1	0	0	0	0	0	0	0	0
pospan, sanjiv	_	zaspan, omotičen	0	0	0	0	0	0	0	0	0	0
tlaka	gezwoeg, sleur	garanje	0	1	0	0	0	0	0	0	0	0
lijek	_	zdravilo	0	0	0	0	0	0	0	0	0	0
drogiran	gedrogeerd	zadrogiran	0	0	0	0	0	0	0	1	0	0
ljekarna, apoteka, drogerija	_	lekarna, drogerija	0	0	0	0	0	0	0	0	0	0
druid	_	druid	0	0	0	0	0	0	0	0	0	0
bubanj, bubnjati	_	boben	0	0	0	0	0	0	0	0	0	0
bubnjar	_	bobnar	0	0	0	0	0	0	0	0	0	0
bubnjanje, bubnjajući	_	bobnanje	0	0	0	0	0	0	0	0	0	0
pijan, opijen, pripit, opit	dronken, gedronken	pijan	0	1	0	0	1	0	0	0	0	0
pijanstvo, opijanje	dronkenschap	pijanost	0	1	0	0	0	0	0	0	0	0
suh, sušiti	_	suh, sušiti	0	0	0	0	0	0	0	0	0	0
suhoća	_	suhost	0	0	0	0	0	0	0	0	0	0
dvojina, dvostruk, dvostrukost, dvojnost	_	dvojina, dvojen	0	0	0	0	0	0	0	0	0	0
dvojnost, dualizam	_	dualizem	0	0	0	0	0	0	0	0	0	0
dvojnost	_	dvojnost	0	0	0	0	0	0	0	0	0	0
nazvati, sinkronizirati	_	imenovati, sinhronizirati	0	0	0	0	0	0	0	0	0	0
neizvjestan, dvojben, sumnjičav	twijfelachtig, dubieus	dvomljiv	0	1	0	0	0	1	0	0	0	1
zagnjurivanje	_	umikajoč	0	0	0	0	0	0	0	0	0	0
kanal	_	kanal	0	0	0	0	0	0	0	0	0	0
rastegljiv, rastegljiv	_	prožen, vodljiv	0	0	0	0	0	0	0	0	0	0
krpice	_	cape, cote, cunje	0	0	0	0	0	0	0	0	0	0
uslijed, dug, tijekom	_	dolgovan	0	0	0	0	0	0	0	0	0	0
dvoboj	duel	dvoboj	0	0	1	1	0	1	0	0	0	0
pristojba	_	pristojbina	0	0	0	0	0	0	0	0	0	0
duet	duet	duet	1	0	0	0	0	0	0	0	0	0
zemunica	_	drevak	0	0	0	0	0	0	0	0	0	0
vojvoda	hertog	vojvoda	1	0	0	0	0	0	0	0	0	0
dosadan, tup	dof, saai	dolgočasen	0	1	0	0	0	0	0	1	0	0
glup, mutav	stom, dom	nem, zabit	0	1	0	0	0	0	0	0	0	0
budala	pop, dummy	tepec, trapec	0	1	0	0	0	0	0	0	0	0
izbaciti, baciti, istovariti	_	smetišče, odložiti	0	0	0	0	0	0	0	0	0	0
snuždenost, potištenost	stortplaatsen, vuilnisbelt	potrtost, depresija	0	1	1	0	0	0	0	1	0	0
jednoličan	saai, dof	enoličen	0	1	0	0	0	0	0	0	0	0
dina	_	sipina	0	0	0	0	0	0	0	0	0	0
gnoj, izmet, balega	mest, stront	iztrebek, gnoj	0	0	0	0	1	0	0	0	0	0
tamnica	kerker	ječa	0	1	0	0	0	1	0	0	0	0
dvojac, par	_	duo	0	0	0	0	0	0	0	0	0	0
nasamariti, prevariti, obmanuti, naivac	dupe	naivnež	0	1	1	0	0	0	0	0	0	0
dupleks, dvostruk, dvostran	_	dvostanovanjski, dvonadstropen	0	0	0	0	0	0	0	0	0	0
duplikat, kopija, kopirati, duplicirati, umnožiti	_	dvojnik	0	0	0	0	0	0	0	0	0	0
kopiranje, umnožavanje, dupliciranje, duplikacija	_	podvojitev	0	0	0	0	0	0	0	0	0	0
dvoličnost, lažljivost, prevara, prijevara	dubbelhartigheid, dubbelzinnigheid	dvojnost	0	1	1	0	0	0	0	0	0	0
izdržljivost, trajnost, postojanost, dugotrajnost	duurzaamheid, bestendigheid, levensduur	vzdržljivost	1	0	0	0	0	0	0	0	0	1
trajan, izdržljiv, dugotrajan, postojan	duurzaam, bestendig	vzdržljiv	1	0	0	0	0	0	0	0	0	1
trajanje	_	trajanje	0	0	0	0	0	0	0	0	0	0
prinuda	dwang	prisila	0	1	1	0	1	1	0	1	0	0
sumrak, suton	_	mrak	0	0	0	0	0	0	0	0	0	0
mračan	_	mračen	0	0	0	0	0	0	0	0	0	0
prah	stof	prah	0	1	0	0	0	0	0	0	0	0
krpa, čistač	_	krpa, cunja	0	0	0	0	0	0	0	0	0	0
prašnjav, prašan, zaprašen	_	prašen, zaprašen	0	0	0	0	0	0	0	0	0	0
savjestan	plichtmatig	skrben, ubogljiv	1	0	0	1	0	0	0	0	0	1
patuljak	_	škrat	0	0	0	0	0	0	0	0	0	0
zasjenjen	minachten, verwaarlozen	zasenčen	0	1	0	0	0	1	0	1	0	0
stanovati, boraviti	_	bivati	0	0	0	0	0	0	0	0	0	0
stanovnik, žitelj	_	prebivalec	0	0	0	0	0	0	0	0	0	0
prebivalište, boravište	_	bivališče, stalno bivališče	0	0	0	0	0	0	0	0	0	0
boja, bojiti	_	barvati, barva	0	0	0	0	0	0	0	0	0	0
umirući, umiranje	stervende	umirajoč, umiranje	0	1	1	0	1	1	0	1	0	0
nasip, jarak	_	nasip, jarek	0	0	0	0	0	0	0	0	0	0
dinamičan	dynamisch	dinamičen	0	0	0	0	0	0	0	0	1	0
dinamički	_	dinamičen	0	0	0	0	0	0	0	0	0	0
dinamika	_	dinamika	0	0	0	0	0	0	0	0	0	0
dinamit	_	dinamit	0	0	0	0	0	0	0	0	0	0
dinastija	_	dinastija	0	0	0	0	0	0	0	0	0	0
dizenterija	dysenterie	griža	0	1	0	0	1	0	0	1	0	0
dispepsija	_	dispepsija	0	0	0	0	0	0	0	0	0	0
željan	gretig	željan	1	0	0	1	0	0	1	0	1	1
žudnja, gorljivost	gretigheid	vnema	1	0	0	1	0	0	1	0	0	1
orao	adelaar	orel	0	0	0	0	0	0	0	0	0	1
uho	_	uho	0	0	0	0	0	0	0	0	0	0
grof	graaf	grof	1	0	0	0	0	0	0	0	0	0
ranije	_	prej	0	0	0	0	0	0	0	0	0	0
rano	_	zgodaj	0	0	0	0	0	0	0	0	0	0
zaraditi	verdienen	zaslužiti	1	0	0	0	0	0	0	0	0	0
iskren, pošten	ernstig, oprecht	resen, resnost	1	0	0	0	0	0	0	0	0	0
pošteno, iskreno	ernstig, oprecht	resen	1	0	0	0	0	0	0	0	0	0
poštenost, iskrenost	ernst, oprechtheid	resnost	1	0	0	0	0	0	0	0	0	0
zarada, dobit, dohodak, prihod	_	dohodek, zaslužek, dobiček	0	0	0	0	0	0	0	0	0	0
naušnica	_	uhan	0	0	0	0	0	0	0	0	0	0
čujnost	_	slušno območje	0	0	0	0	0	0	0	0	0	0
zemlja, tlo	_	zemlja	0	0	0	0	0	0	0	0	0	0
grnčarija	_	lončevina, lončen	0	0	0	0	0	0	0	0	0	0
zemaljski	_	zemeljski, možen	0	0	0	0	0	0	0	0	0	0
potres, zemljotres	aardbeving	potres	0	1	1	0	0	1	0	1	1	0
zemljani	_	grob	0	0	0	0	0	0	0	0	0	0
olakšati, lakoća, ublažiti, olakšanje	gemak	lahkota, blažiti	1	0	0	0	0	0	0	0	0	0
stalak, postolje	_	stojalo	0	0	0	0	0	0	0	0	0	0
služnost	servituut	služnost	1	0	0	0	0	0	0	0	0	0
lako	_	zlahka	0	0	0	0	0	0	0	0	0	0
lak	_	lahek, preprost	0	0	0	0	0	0	0	0	0	0
lagodan	ontspannen	lahek, enostaven	1	0	0	0	0	0	0	0	0	0
jesti	eten	jesti	1	0	0	0	0	0	0	0	0	0
jelo, jedući	_	prehranjevanje	0	0	0	0	0	0	0	0	0	0
prisluškivanje	afluisteren	prisluškovanje	0	1	0	0	0	0	0	0	0	0
opadanje, opadati, oseka	_	oseka	0	0	0	0	0	0	0	0	0	0
ebanovina	_	ebenovina	0	0	0	0	0	0	0	0	0	0
ekscentričan, neobičan, čudan	_	ekscentrik	0	0	0	0	0	0	0	0	0	0
ekscentričnost	_	ekscentričnost, čudaštvo	0	0	0	0	0	0	0	0	0	0
crkveni	_	cerkven, duhovniški	0	0	0	0	0	0	0	0	0	0
jeka	_	odmev	0	0	0	0	0	0	0	0	0	0
eklektičan	_	eklektičen	0	0	0	0	0	0	0	0	0	0
pomrčina	_	mrk, zatemniti	0	0	0	0	0	0	0	0	0	0
ekliptika	_	ekliptičen	0	0	0	0	0	0	0	0	0	0
ekonomičan	_	ekonomičen	0	0	0	0	0	0	0	0	0	0
ekonomija	_	ekonomija	0	0	0	0	0	0	0	0	0	0
ekonomija, gospodarstvo	economie	gospodarstvo, ekonomija	0	0	0	0	0	0	0	0	0	1
ekstaza, zanos, ushićenje, ushit	extase	ekstaza	1	0	0	1	0	0	1	0	0	0
presretan, oduševljen	extatisch	ekstatičen	1	0	0	1	0	0	1	0	1	0
ekumenski	_	ekumenski	0	0	0	0	0	0	0	0	0	0
vrtlog, vir	_	vrtinec	0	0	0	0	0	0	0	0	0	0
rub	_	rob	0	0	0	0	0	0	0	0	0	0
ivica, oštrenje	_	pomikanje	0	0	0	0	0	0	0	0	0	0
jestiv	_	užiten	0	0	0	0	0	0	0	0	0	0
edikt	edict, bevelschrift, decreet	edikt	0	1	0	0	0	1	0	0	0	0
pouka	stichting	nauk, pouk	1	0	0	1	0	0	1	0	0	1
građevina, zgrada, zdanje	_	zgradba	0	0	0	0	0	0	0	0	0	0
urediti	_	urediti	0	0	0	0	0	0	0	0	0	0
